customer_id,age,gender,region,plan_type,total_usage,login_count,transaction_count,total_revenue,satisfaction_score,support_tickets,registration_date,last_activity_date,days_since_registration,days_since_activity,usage_intensity,engagement_score,marketing_channel,device_type,churned
29483,19,M,East,Basic,361,15,13,1372.417198362761,1.7453229199135185,1,2024-07-10 19:08:54.146636,2024-10-17 19:08:54.146636,781,682,0.4616368286445013,0.03580562659846547,Referral,Desktop,1
29484,36,F,North,Premium,87,20,12,1650.455077833633,3.4218991199700746,1,2024-06-06 19:08:54.146636,2024-09-13 19:08:54.146636,815,716,0.10661764705882353,0.0392156862745098,Referral,Mobile,1
29485,47,F,East,Basic,128,11,8,1326.7156246156653,4.8394772343094825,5,2026-06-20 19:08:54.146636,2026-08-30 19:08:54.146636,71,0,1.7777777777777777,0.2638888888888889,Referral,Tablet,0
29486,33,M,North,Basic,73,23,5,124.26395734207603,4.286480983532828,1,2024-07-06 19:08:54.146636,2024-10-13 19:08:54.146636,785,686,0.09287531806615776,0.035623409669211195,Social Media,Tablet,1
29487,41,F,West,Basic,455,24,7,2307.6221108491445,3.7250317684932,1,2025-08-23 19:08:54.146636,2025-11-30 19:08:54.146636,372,273,1.2198391420911527,0.08310991957104558,Paid Ads,Desktop,1
29488,30,F,North,Enterprise,168,21,9,1971.64159454994,3.810468677336952,5,2024-10-26 19:08:54.146636,2025-02-02 19:08:54.146636,673,574,0.24925816023738873,0.04451038575667656,Referral,Mobile,1
29489,22,M,West,Premium,483,16,6,1418.2729083492438,2.2429236991588697,2,2025-12-18 19:08:54.146636,2026-03-27 19:08:54.146636,255,156,1.88671875,0.0859375,Email,Desktop,1
29490,40,M,East,Enterprise,257,15,6,396.10437789377863,4.765469236853319,1,2025-04-23 19:08:54.146636,2025-07-31 19:08:54.146636,494,395,0.5191919191919192,0.04242424242424243,Paid Ads,Tablet,1
29491,55,M,North,Basic,543,16,7,528.8982525937907,4.391645410298565,3,2025-04-19 19:08:54.146636,2025-07-27 19:08:54.146636,498,399,1.088176352705411,0.04609218436873747,Referral,Mobile,1
29492,48,F,North,Enterprise,293,11,6,615.3904537603431,2.803384259321582,2,2025-06-09 19:08:54.146636,2025-09-16 19:08:54.146636,447,348,0.6540178571428571,0.03794642857142857,Social Media,Mobile,1
29493,34,M,South,Premium,207,20,13,459.1930849843431,1.1178919363933493,1,2024-06-10 19:08:54.146636,2024-09-17 19:08:54.146636,811,712,0.25492610837438423,0.04064039408866995,Organic,Mobile,1
29494,66,F,East,Premium,51,13,11,519.4440891728784,4.121736718072606,2,2024-12-23 19:08:54.146636,2025-04-01 19:08:54.146636,615,516,0.08279220779220779,0.03896103896103896,Organic,Mobile,1
29495,66,M,East,Basic,126,13,7,1544.6915713963372,2.8931065745082925,4,2024-09-17 19:08:54.146636,2024-12-25 19:08:54.146636,712,613,0.1767180925666199,0.028050490883590462,Social Media,Desktop,1
29496,20,M,North,Basic,245,13,11,4265.422124607308,2.7508244599534057,3,2026-07-09 19:08:54.146636,2026-08-30 19:08:54.146636,52,0,4.622641509433962,0.4528301886792453,Referral,Tablet,0
29497,43,M,East,Basic,1139,17,14,213.209688368027,3.943751358331151,2,2025-08-30 19:08:54.146636,2025-12-07 19:08:54.146636,365,266,3.112021857923497,0.08469945355191257,Organic,Desktop,1
29498,30,M,West,Basic,194,22,10,736.031543291721,2.8209926339092286,4,2025-09-11 19:08:54.146636,2025-12-19 19:08:54.146636,353,254,0.5480225988700564,0.0903954802259887,Organic,Mobile,1
29499,61,M,East,Basic,266,18,8,742.9688685856466,2.429851983912575,2,2025-08-29 19:08:54.146636,2025-12-06 19:08:54.146636,366,267,0.7247956403269755,0.07084468664850137,Organic,Mobile,1
29500,55,M,South,Enterprise,593,18,4,608.2053665891742,4.861879214460988,1,2024-11-17 19:08:54.146636,2025-02-24 19:08:54.146636,651,552,0.9095092024539877,0.03374233128834356,Paid Ads,Desktop,1
29501,39,F,West,Basic,74,17,8,691.7265474510555,2.178556934363126,3,2025-09-15 19:08:54.146636,2025-12-23 19:08:54.146636,349,250,0.21142857142857144,0.07142857142857142,Organic,Desktop,1
29502,38,F,South,Premium,202,14,5,2020.3787388404887,4.474710760821214,1,2025-03-11 19:08:54.146636,2025-06-18 19:08:54.146636,537,438,0.3754646840148699,0.03531598513011153,Paid Ads,Mobile,1
29503,46,F,East,Premium,359,10,4,640.598326595319,2.851618161059088,2,2025-01-15 19:08:54.146636,2025-04-24 19:08:54.146636,592,493,0.6053962900505903,0.023608768971332208,Email,Tablet,1
29504,62,F,West,Enterprise,146,12,8,1700.3709551025745,2.6896841236774054,1,2025-10-16 19:08:54.146636,2026-01-23 19:08:54.146636,318,219,0.45768025078369906,0.06269592476489028,Paid Ads,Desktop,1
29505,63,F,South,Premium,227,14,8,1419.9426184783974,2.321676458033019,2,2024-11-16 19:08:54.146636,2025-02-23 19:08:54.146636,652,553,0.34762633996937214,0.033690658499234305,Organic,Desktop,1
29506,56,F,East,Basic,294,11,11,525.9433310159983,1.2184673824014554,0,2026-07-26 19:08:54.146636,2026-08-30 19:08:54.146636,35,0,8.166666666666666,0.6111111111111112,Social Media,Tablet,0
29507,22,F,South,Premium,339,15,11,2202.151194881638,4.4037772311711345,1,2025-02-16 19:08:54.146636,2025-05-26 19:08:54.146636,560,461,0.6042780748663101,0.04634581105169341,Organic,Desktop,1
29508,31,M,North,Premium,111,18,9,174.9927432779212,4.340803223200767,2,2025-03-26 19:08:54.146636,2025-07-03 19:08:54.146636,522,423,0.21223709369024857,0.05162523900573614,Organic,Mobile,1
29509,35,M,West,Premium,95,14,12,1545.9172356224888,4.246588663378969,1,2025-05-13 19:08:54.146636,2025-08-20 19:08:54.146636,474,375,0.2,0.05473684210526316,Referral,Tablet,1
29510,21,F,South,Basic,557,13,10,966.521485736097,1.3181684645017397,1,2024-02-20 19:08:54.146636,2024-05-29 19:08:54.146636,922,823,0.6034669555796316,0.024918743228602384,Organic,Desktop,1
29511,50,F,North,Basic,54,14,12,3638.4560309232243,1.1088571992369394,3,2024-07-31 19:08:54.146636,2024-11-07 19:08:54.146636,760,661,0.07095926412614981,0.03416557161629435,Email,Tablet,1
29512,56,M,West,Enterprise,376,16,12,1245.3917811083413,4.279290906199226,1,2023-11-20 19:08:54.146636,2024-02-27 19:08:54.146636,1014,915,0.3704433497536946,0.027586206896551724,Paid Ads,Tablet,1
29513,37,F,South,Enterprise,100,18,8,1676.8420350551505,1.9448454552484633,1,2026-07-16 19:08:54.146636,2026-08-30 19:08:54.146636,45,0,2.1739130434782608,0.5652173913043478,Email,Desktop,0
29514,30,F,West,Basic,338,10,9,1584.5109590931966,4.036197427430992,1,2023-09-23 19:08:54.146636,2023-12-31 19:08:54.146636,1072,973,0.315004659832246,0.017707362534948742,Social Media,Tablet,1
29515,53,M,East,Basic,203,14,7,2309.014154487149,4.1883874266085135,3,2024-07-08 19:08:54.146636,2024-10-15 19:08:54.146636,783,684,0.25892857142857145,0.026785714285714284,Referral,Tablet,1
29516,62,M,East,Premium,188,19,6,3072.1173439688955,1.480785192352252,3,2024-05-04 19:08:54.146636,2024-08-11 19:08:54.146636,848,749,0.22143698468786807,0.02944640753828033,Organic,Tablet,1
29517,21,F,North,Premium,134,13,8,1722.4801224580556,3.5675948953703123,0,2026-03-06 19:08:54.146636,2026-06-13 19:08:54.146636,177,78,0.7528089887640449,0.11797752808988764,Paid Ads,Mobile,0
29518,52,F,West,Premium,564,15,8,325.27034626437114,3.5900281438103057,1,2024-10-27 19:08:54.146636,2025-02-03 19:08:54.146636,672,573,0.8380386329866271,0.03417533432392273,Organic,Desktop,1
29519,25,M,North,Enterprise,89,15,8,1812.9024506404292,3.4422241591417326,0,2023-09-05 19:08:54.146636,2023-12-13 19:08:54.146636,1090,991,0.08157653528872594,0.021081576535288724,Organic,Desktop,1
29520,69,M,East,Enterprise,61,23,9,1322.9912911648312,4.7290513411894395,2,2025-03-07 19:08:54.146636,2025-06-14 19:08:54.146636,541,442,0.11254612546125461,0.05904059040590406,Referral,Tablet,1
29521,57,F,South,Premium,211,10,5,1563.578637411407,3.0210497105352294,2,2026-06-20 19:08:54.146636,2026-08-30 19:08:54.146636,71,0,2.9305555555555554,0.20833333333333334,Social Media,Mobile,0
29522,66,M,West,Basic,71,11,4,2314.7582001912087,4.637542275641499,0,2024-08-02 19:08:54.146636,2024-11-09 19:08:54.146636,758,659,0.09354413702239789,0.019762845849802372,Email,Desktop,1
29523,64,F,North,Premium,222,13,11,609.3664881753889,1.637712692284206,5,2024-01-07 19:08:54.146636,2024-04-15 19:08:54.146636,966,867,0.2295760082730093,0.02481902792140641,Paid Ads,Mobile,1
29524,53,F,East,Premium,197,13,11,447.19896302486546,3.7128963404859734,2,2023-09-23 19:08:54.146636,2023-12-31 19:08:54.146636,1072,973,0.18359739049394222,0.022367194780987885,Email,Tablet,1
29525,23,M,South,Basic,271,16,9,298.6617252672453,1.073283855504279,2,2026-06-18 19:08:54.146636,2026-08-30 19:08:54.146636,73,0,3.6621621621621623,0.33783783783783783,Email,Tablet,0
29526,39,M,East,Basic,453,18,13,772.7157629113631,4.42686725967677,0,2024-10-21 19:08:54.146636,2025-01-28 19:08:54.146636,678,579,0.6671575846833578,0.045655375552282766,Referral,Tablet,1
29527,23,F,East,Basic,138,16,10,135.22166205482807,4.462324839744964,3,2023-12-09 19:08:54.146636,2024-03-17 19:08:54.146636,995,896,0.13855421686746988,0.02610441767068273,Email,Desktop,1
29528,59,M,South,Premium,228,15,13,1516.5121001769471,3.354358915731794,0,2024-06-08 19:08:54.146636,2024-09-15 19:08:54.146636,813,714,0.2800982800982801,0.0343980343980344,Referral,Mobile,1
29529,53,F,South,Basic,190,13,12,763.3239323803543,1.7338187321335417,4,2024-12-27 19:08:54.146636,2025-04-05 19:08:54.146636,611,512,0.3104575163398693,0.04084967320261438,Organic,Desktop,1
29530,26,M,West,Premium,89,11,9,678.8933177293733,2.193788616096317,2,2025-04-24 19:08:54.146636,2025-08-01 19:08:54.146636,493,394,0.18016194331983806,0.04048582995951417,Referral,Mobile,1
29531,33,M,South,Premium,148,13,5,417.162648301189,3.1399304235623906,2,2026-01-05 19:08:54.146636,2026-04-14 19:08:54.146636,237,138,0.6218487394957983,0.07563025210084033,Paid Ads,Tablet,1
29532,56,F,South,Enterprise,193,17,13,329.7274583786035,4.591148018581324,0,2026-07-28 19:08:54.146636,2026-08-30 19:08:54.146636,33,0,5.676470588235294,0.8823529411764706,Email,Mobile,0
29533,63,F,East,Basic,67,19,6,281.9556175379288,1.2573973154245697,8,2023-10-19 19:08:54.146636,2024-01-26 19:08:54.146636,1046,947,0.06399235912129896,0.02387774594078319,Organic,Mobile,1
29534,55,F,East,Basic,97,20,7,189.09720624253072,4.52559002134894,0,2023-11-12 19:08:54.146636,2024-02-19 19:08:54.146636,1022,923,0.09481915933528837,0.026392961876832845,Organic,Mobile,1
29535,50,F,East,Enterprise,170,18,10,1002.8824833891636,3.9137614368831977,2,2024-11-10 19:08:54.146636,2025-02-17 19:08:54.146636,658,559,0.25796661608497723,0.042488619119878605,Referral,Tablet,1
29536,35,M,South,Premium,248,27,6,518.3124769911049,1.848547807068448,1,2026-02-04 19:08:54.146636,2026-05-14 19:08:54.146636,207,108,1.1923076923076923,0.15865384615384615,Social Media,Desktop,1
29537,29,F,West,Premium,244,20,9,593.9895467382803,3.329087000740197,1,2023-12-10 19:08:54.146636,2024-03-18 19:08:54.146636,994,895,0.24522613065326634,0.02914572864321608,Social Media,Mobile,1
29538,44,M,East,Premium,103,14,5,501.15862033027736,2.907655220999705,4,2024-07-23 19:08:54.146636,2024-10-30 19:08:54.146636,768,669,0.13394018205461639,0.0247074122236671,Email,Desktop,1
29539,64,F,East,Premium,675,21,4,1314.1057154906164,4.065861737782248,5,2026-01-31 19:08:54.146636,2026-05-10 19:08:54.146636,211,112,3.1839622641509435,0.1179245283018868,Email,Desktop,1
29540,18,M,South,Premium,112,16,7,332.7575088213529,1.130990649254573,0,2024-11-05 19:08:54.146636,2025-02-12 19:08:54.146636,663,564,0.1686746987951807,0.03463855421686747,Organic,Mobile,1
29541,32,M,South,Basic,175,14,8,274.3180332333205,4.010722862361098,1,2025-10-08 19:08:54.146636,2026-01-15 19:08:54.146636,326,227,0.5351681957186545,0.0672782874617737,Email,Mobile,1
29542,64,M,North,Enterprise,204,15,5,692.7065261088765,3.2384669796188255,6,2024-10-20 19:08:54.146636,2025-01-27 19:08:54.146636,679,580,0.3,0.029411764705882353,Organic,Desktop,1
29543,44,F,South,Basic,138,18,8,295.9280958809146,4.708538369346641,1,2026-05-13 19:08:54.146636,2026-08-20 19:08:54.146636,109,10,1.2545454545454546,0.23636363636363636,Social Media,Tablet,0
29544,33,M,East,Basic,208,10,10,413.67222298733566,2.4410845526334484,4,2026-06-03 19:08:54.146636,2026-08-30 19:08:54.146636,88,0,2.337078651685393,0.2247191011235955,Email,Desktop,0
29545,38,F,South,Premium,144,21,7,1671.8663585939867,1.5354788688556242,2,2025-06-09 19:08:54.146636,2025-09-16 19:08:54.146636,447,348,0.32142857142857145,0.0625,Email,Mobile,1
29546,18,F,North,Basic,193,13,7,294.57759208258346,3.3375418281178644,2,2024-05-20 19:08:54.146636,2024-08-27 19:08:54.146636,832,733,0.23169267707082833,0.024009603841536616,Referral,Mobile,1
29547,46,M,West,Basic,228,13,9,609.7764194394231,4.850550473002336,1,2025-10-18 19:08:54.146636,2026-01-25 19:08:54.146636,316,217,0.7192429022082019,0.0694006309148265,Organic,Desktop,1
29548,20,F,North,Basic,74,12,13,465.2821017955756,2.951809322532708,3,2025-01-20 19:08:54.146636,2025-04-29 19:08:54.146636,587,488,0.12585034013605442,0.04251700680272109,Social Media,Tablet,1
29549,29,M,West,Enterprise,297,14,7,139.43286086432698,3.6164861377309356,4,2025-06-19 19:08:54.146636,2025-09-26 19:08:54.146636,437,338,0.678082191780822,0.04794520547945205,Organic,Desktop,1
29550,45,M,West,Premium,322,13,5,189.20031567963184,2.7336007944371605,4,2024-10-10 19:08:54.146636,2025-01-17 19:08:54.146636,689,590,0.4666666666666667,0.02608695652173913,Social Media,Desktop,1
29551,56,F,East,Basic,67,8,10,209.59527087022036,1.1802103046936772,0,2024-07-23 19:08:54.146636,2024-10-30 19:08:54.146636,768,669,0.08712613784135241,0.02340702210663199,Social Media,Tablet,1
29552,54,F,South,Premium,59,13,10,141.03646778040246,2.9683073195375704,1,2025-07-05 19:08:54.146636,2025-10-12 19:08:54.146636,421,322,0.13981042654028436,0.054502369668246446,Social Media,Tablet,1
29553,48,F,South,Basic,327,17,9,1096.805279177802,2.9841646454915587,5,2024-03-10 19:08:54.146636,2024-06-17 19:08:54.146636,903,804,0.36172566371681414,0.028761061946902654,Email,Mobile,1
29554,48,M,North,Basic,656,21,8,105.75179511114908,3.7679628213682093,1,2025-07-27 19:08:54.146636,2025-11-03 19:08:54.146636,399,300,1.64,0.0725,Social Media,Tablet,1
29555,50,M,South,Premium,147,25,7,1057.866380000824,2.1109833248343577,1,2024-08-17 19:08:54.146636,2024-11-24 19:08:54.146636,743,644,0.1975806451612903,0.043010752688172046,Organic,Mobile,1
29556,50,F,West,Basic,499,17,8,735.7273827028886,2.604229858081203,0,2024-05-26 19:08:54.146636,2024-09-02 19:08:54.146636,826,727,0.6033857315598549,0.030229746070133012,Organic,Desktop,1
29557,64,F,East,Premium,435,13,5,1439.6987346077872,4.929687425978388,2,2026-05-19 19:08:54.146636,2026-08-26 19:08:54.146636,103,4,4.1826923076923075,0.17307692307692307,Social Media,Desktop,0
29558,57,M,East,Enterprise,95,13,6,162.4602544345306,3.325379685927906,1,2026-05-17 19:08:54.146636,2026-08-24 19:08:54.146636,105,6,0.8962264150943396,0.1792452830188679,Referral,Mobile,0
29559,28,F,West,Premium,230,24,3,1624.2630338883548,1.4028375597497464,1,2025-07-03 19:08:54.146636,2025-10-10 19:08:54.146636,423,324,0.5424528301886793,0.06367924528301887,Referral,Desktop,1
29560,63,F,West,Premium,53,17,6,337.82895712112156,3.603988480324778,1,2024-06-08 19:08:54.146636,2024-09-15 19:08:54.146636,813,714,0.06511056511056511,0.028255528255528257,Email,Desktop,1
29561,46,M,West,Premium,476,17,8,839.662640462385,1.152100590912414,0,2025-01-30 19:08:54.146636,2025-05-09 19:08:54.146636,577,478,0.8235294117647058,0.04325259515570934,Social Media,Mobile,1
29562,42,F,West,Premium,197,14,13,145.38362215453662,2.9737427874403703,2,2024-12-29 19:08:54.146636,2025-04-07 19:08:54.146636,609,510,0.32295081967213113,0.04426229508196721,Email,Desktop,1
29563,30,M,South,Basic,687,14,2,833.9064599634602,2.0693767064518545,1,2025-06-05 19:08:54.146636,2025-09-12 19:08:54.146636,451,352,1.5199115044247788,0.035398230088495575,Referral,Mobile,1
29564,68,M,West,Basic,135,14,5,1450.313657213924,4.954473748836783,1,2024-11-21 19:08:54.146636,2025-02-28 19:08:54.146636,647,548,0.20833333333333334,0.029320987654320986,Organic,Mobile,1
29565,61,F,South,Premium,54,16,9,474.7857280010163,1.069205307240571,3,2025-08-07 19:08:54.146636,2025-11-14 19:08:54.146636,388,289,0.13881748071979436,0.06426735218508997,Paid Ads,Mobile,1
29566,36,M,East,Premium,117,14,7,3488.758043352077,4.288421266398702,3,2024-05-23 19:08:54.146636,2024-08-30 19:08:54.146636,829,730,0.14096385542168674,0.02530120481927711,Organic,Desktop,1
29567,53,F,South,Basic,131,14,10,1158.822110542316,3.6212881963529795,2,2025-02-17 19:08:54.146636,2025-05-27 19:08:54.146636,559,460,0.23392857142857143,0.04285714285714286,Organic,Desktop,1
29568,45,M,West,Basic,185,18,10,2308.6290146282013,1.3971487926123891,0,2025-04-17 19:08:54.146636,2025-07-25 19:08:54.146636,500,401,0.36926147704590817,0.05588822355289421,Paid Ads,Mobile,1
29569,21,M,North,Premium,83,21,2,3322.433595279844,3.938769656415027,4,2025-11-21 19:08:54.146636,2026-02-28 19:08:54.146636,282,183,0.29328621908127206,0.0812720848056537,Organic,Mobile,1
29570,20,F,North,Premium,275,11,13,1394.8153998041157,4.075299837975772,0,2024-07-11 19:08:54.146636,2024-10-18 19:08:54.146636,780,681,0.352112676056338,0.030729833546734954,Email,Mobile,1
29571,55,M,South,Premium,65,16,12,1145.1710255051073,4.387883837610822,4,2026-04-24 19:08:54.146636,2026-08-01 19:08:54.146636,128,29,0.5038759689922481,0.21705426356589147,Paid Ads,Desktop,0
29572,54,F,North,Premium,102,8,5,268.7255793560798,4.108626687953096,1,2023-12-22 19:08:54.146636,2024-03-30 19:08:54.146636,982,883,0.10376398779247202,0.013224821973550356,Referral,Tablet,1
29573,60,M,East,Basic,51,8,6,119.62052455646636,3.368051417508707,1,2025-02-02 19:08:54.146636,2025-05-12 19:08:54.146636,574,475,0.08869565217391304,0.02434782608695652,Email,Mobile,1
29574,42,F,South,Basic,205,17,9,1504.58914823354,1.1797507347217486,1,2025-12-04 19:08:54.146636,2026-03-13 19:08:54.146636,269,170,0.7592592592592593,0.0962962962962963,Organic,Desktop,1
29575,58,F,North,Basic,98,18,6,1788.070675383716,3.695396813299813,0,2025-06-25 19:08:54.146636,2025-10-02 19:08:54.146636,431,332,0.22685185185185186,0.05555555555555555,Organic,Tablet,1
29576,52,M,East,Basic,233,15,11,732.3171426204918,1.640492622984111,3,2024-07-28 19:08:54.146636,2024-11-04 19:08:54.146636,763,664,0.30497382198952877,0.034031413612565446,Email,Tablet,1
29577,46,M,South,Premium,216,16,7,1184.7569070276777,3.855433172661097,2,2026-07-30 19:08:54.146636,2026-08-30 19:08:54.146636,31,0,6.75,0.71875,Social Media,Mobile,0
29578,58,F,South,Premium,357,19,12,1287.590576103093,3.3544863285563356,4,2024-01-30 19:08:54.146636,2024-05-08 19:08:54.146636,943,844,0.3781779661016949,0.03283898305084746,Email,Desktop,1
29579,46,M,South,Enterprise,289,22,4,509.2213963428125,3.4522955117580443,5,2024-05-06 19:08:54.146636,2024-08-13 19:08:54.146636,846,747,0.3412042502951594,0.030696576151121605,Social Media,Tablet,1
29580,29,F,South,Basic,59,12,4,262.6533774027289,4.697400449123686,3,2024-09-12 19:08:54.146636,2024-12-20 19:08:54.146636,717,618,0.08217270194986072,0.022284122562674095,Organic,Tablet,1
29581,52,F,West,Basic,195,14,4,159.8394682554836,4.789854379073073,1,2024-12-23 19:08:54.146636,2025-04-01 19:08:54.146636,615,516,0.31655844155844154,0.02922077922077922,Organic,Mobile,1
29582,37,M,North,Premium,444,15,14,175.03698971771442,4.9676904310345344,2,2023-11-19 19:08:54.146636,2024-02-26 19:08:54.146636,1015,916,0.43700787401574803,0.028543307086614175,Social Media,Mobile,1
29583,34,F,South,Premium,63,12,10,273.04758756265255,3.794196991431906,2,2025-11-12 19:08:54.146636,2026-02-19 19:08:54.146636,291,192,0.21575342465753425,0.07534246575342465,Social Media,Tablet,1
29584,29,F,South,Premium,656,11,9,4447.555330149308,1.6862129393852268,2,2026-06-08 19:08:54.146636,2026-08-30 19:08:54.146636,83,0,7.809523809523809,0.23809523809523808,Organic,Mobile,0
29585,67,M,North,Basic,1014,23,5,2081.8900306218966,3.8492029426813072,2,2025-06-07 19:08:54.146636,2025-09-14 19:08:54.146636,449,350,2.2533333333333334,0.06222222222222222,Email,Mobile,1
29586,53,F,North,Basic,160,11,8,498.91339564801694,1.1758062666754583,1,2024-08-06 19:08:54.146636,2024-11-13 19:08:54.146636,754,655,0.2119205298013245,0.025165562913907286,Social Media,Desktop,1
29587,27,F,East,Premium,125,12,9,608.2955586942776,3.1376040633446975,4,2024-10-01 19:08:54.146636,2025-01-08 19:08:54.146636,698,599,0.17882689556509299,0.030042918454935622,Email,Tablet,1
29588,35,F,North,Basic,423,18,6,206.9397708925876,3.8497425278573316,1,2024-08-28 19:08:54.146636,2024-12-05 19:08:54.146636,732,633,0.5770804911323328,0.03274215552523874,Email,Tablet,1
29589,47,M,South,Basic,454,20,9,114.95985381248661,4.781516712307413,2,2024-01-24 19:08:54.146636,2024-05-02 19:08:54.146636,949,850,0.47789473684210526,0.030526315789473683,Paid Ads,Desktop,1
29590,25,M,West,Basic,397,17,9,426.75661914078415,4.833277633015802,3,2026-06-27 19:08:54.146636,2026-08-30 19:08:54.146636,64,0,6.107692307692307,0.4,Organic,Desktop,0
29591,58,M,North,Basic,382,9,8,368.9932589878941,2.879412880192401,1,2025-04-24 19:08:54.146636,2025-08-01 19:08:54.146636,493,394,0.7732793522267206,0.03441295546558704,Paid Ads,Mobile,1
29592,68,M,West,Basic,278,16,17,135.21100592507457,2.310361371271788,1,2026-03-28 19:08:54.146636,2026-07-05 19:08:54.146636,155,56,1.7820512820512822,0.21153846153846154,Social Media,Mobile,0
29593,30,F,South,Premium,56,15,13,488.5802678988157,1.536129746636698,4,2025-11-08 19:08:54.146636,2026-02-15 19:08:54.146636,295,196,0.1891891891891892,0.0945945945945946,Referral,Tablet,1
29594,48,F,North,Premium,222,14,6,6966.633406187522,4.853791727129945,5,2026-07-12 19:08:54.146636,2026-08-30 19:08:54.146636,49,0,4.44,0.4,Paid Ads,Tablet,1
29595,23,F,West,Premium,115,20,10,1738.6999187724887,3.72078780397442,1,2024-09-29 19:08:54.146636,2025-01-06 19:08:54.146636,700,601,0.16405135520684735,0.042796005706134094,Organic,Tablet,1
29596,24,F,East,Basic,231,15,11,1208.3607495153428,1.796227388176618,2,2025-02-10 19:08:54.146636,2025-05-20 19:08:54.146636,566,467,0.4074074074074074,0.04585537918871252,Social Media,Tablet,1
29597,38,M,East,Enterprise,121,21,6,456.7196394080259,3.490827451904008,5,2023-09-18 19:08:54.146636,2023-12-26 19:08:54.146636,1077,978,0.11224489795918367,0.02504638218923933,Organic,Desktop,1
29598,55,F,East,Basic,118,17,7,963.2855102025795,3.8292377116569924,2,2025-03-01 19:08:54.146636,2025-06-08 19:08:54.146636,547,448,0.21532846715328466,0.043795620437956206,Email,Tablet,1
29599,60,F,East,Enterprise,109,17,9,1770.4122832962573,1.9214255038412231,3,2026-03-11 19:08:54.146636,2026-06-18 19:08:54.146636,172,73,0.630057803468208,0.15028901734104047,Organic,Mobile,0
29600,66,M,West,Basic,144,20,6,700.1744239572937,3.678872353621685,3,2025-02-25 19:08:54.146636,2025-06-04 19:08:54.146636,551,452,0.2608695652173913,0.04710144927536232,Social Media,Tablet,1
29601,68,M,West,Basic,142,16,9,1493.9967329523543,2.743102138468328,1,2025-07-27 19:08:54.146636,2025-11-03 19:08:54.146636,399,300,0.355,0.0625,Social Media,Tablet,1
29602,45,F,West,Premium,448,17,8,428.72941233710173,1.378367872939818,1,2024-11-13 19:08:54.146636,2025-02-20 19:08:54.146636,655,556,0.6829268292682927,0.038109756097560975,Paid Ads,Desktop,1
29603,61,F,West,Premium,153,15,10,372.74164937944624,1.7092793334638805,5,2024-08-15 19:08:54.146636,2024-11-22 19:08:54.146636,745,646,0.20509383378016086,0.03351206434316354,Organic,Mobile,1
29604,38,F,East,Enterprise,140,10,9,2499.0526599806685,1.4893708697085688,3,2024-05-10 19:08:54.146636,2024-08-17 19:08:54.146636,842,743,0.166073546856465,0.022538552787663108,Social Media,Desktop,1
29605,38,F,West,Premium,108,21,7,1226.5112635733701,1.1757448563879085,3,2023-12-16 19:08:54.146636,2024-03-24 19:08:54.146636,988,889,0.10920121334681497,0.028311425682507583,Organic,Mobile,1
29606,41,M,North,Premium,208,13,8,184.23098538017638,4.894580248268843,1,2025-03-19 19:08:54.146636,2025-06-26 19:08:54.146636,529,430,0.39245283018867927,0.03962264150943396,Paid Ads,Desktop,1
29607,44,M,South,Enterprise,139,7,8,183.01407027357186,2.616825711747942,2,2024-02-05 19:08:54.146636,2024-05-14 19:08:54.146636,937,838,0.14818763326226012,0.015991471215351813,Organic,Mobile,1
29608,44,F,North,Basic,815,13,5,359.79176068706977,3.3198300495525848,3,2024-06-06 19:08:54.146636,2024-09-13 19:08:54.146636,815,716,0.9987745098039216,0.022058823529411766,Paid Ads,Mobile,1
29609,30,M,West,Enterprise,177,15,10,761.8811797334224,3.641812517279336,1,2024-01-26 19:08:54.146636,2024-05-04 19:08:54.146636,947,848,0.18670886075949367,0.026371308016877638,Email,Desktop,1
29610,67,F,West,Premium,50,12,5,2429.24758811263,1.4806225648079523,3,2025-01-04 19:08:54.146636,2025-04-13 19:08:54.146636,603,504,0.08278145695364239,0.028145695364238412,Email,Desktop,1
29611,46,F,East,Basic,136,22,6,1202.973274979502,1.799888014956752,2,2025-12-28 19:08:54.146636,2026-04-06 19:08:54.146636,245,146,0.5528455284552846,0.11382113821138211,Social Media,Mobile,1
29612,56,F,East,Basic,92,13,7,413.5385297644602,3.1284604227867714,2,2024-11-24 19:08:54.146636,2025-03-03 19:08:54.146636,644,545,0.14263565891472868,0.031007751937984496,Organic,Mobile,1
29613,45,F,South,Basic,136,8,11,2909.7398275853648,2.034715606728774,0,2024-11-19 19:08:54.146636,2025-02-26 19:08:54.146636,649,550,0.20923076923076922,0.02923076923076923,Email,Mobile,1
29614,54,M,East,Premium,108,20,8,1441.0764911954966,3.701960702421783,1,2026-05-23 19:08:54.146636,2026-08-30 19:08:54.146636,99,0,1.08,0.28,Paid Ads,Tablet,0
29615,46,F,North,Basic,100,15,8,222.24681796361335,2.855061794593302,3,2025-07-04 19:08:54.146636,2025-10-11 19:08:54.146636,422,323,0.2364066193853428,0.054373522458628844,Paid Ads,Tablet,1
29616,65,M,East,Enterprise,94,16,10,347.2416363405903,1.6130433161285849,2,2025-12-16 19:08:54.146636,2026-03-25 19:08:54.146636,257,158,0.3643410852713178,0.10077519379844961,Paid Ads,Mobile,1
29617,39,F,East,Enterprise,544,14,3,1191.7666202032144,3.719443602070886,4,2025-06-27 19:08:54.146636,2025-10-04 19:08:54.146636,429,330,1.2651162790697674,0.03953488372093023,Social Media,Tablet,1
